2019, 12, 017, 28, 0, 0
2019, 12, 017, 57, 0, 0
2019, 12, 017, 132, 0, 0
2019, 12, 017, 384, 1, 0
2019, 12, 017, 385, 0, 0
2019, 12, 017, 467, 0, 0
2019, 12, 017, 523, 0, 0
2019, 12, 017, 552, 0, 0
2019, 12, 017, 464, 0, 0
2019, 12, 017, 541, 1, 0
2019, 12, 025, 325, 0, 0
2019, 12, 093, 117, 0, 0
2019, 12, 093, 118, 0, 0
2019, 12, 001, 92, 0, 0
2019, 12, 001, 102, 0, 0
2019, 12, 020, 400, 0, 0
2019, 12, 020, 432, 1, 0
2019, 12, 008, 64, 0, 0
2019, 12, 001, 21, 0, 0
2019, 12, 001, 250, 0, 0
2019, 12, 001, 352, 0, 0
2019, 12, 001, 404, 0, 0
2019, 12, 001, 468, 0, 0
2019, 12, 024, 36, 1, 0
2019, 12, 001, 569, 0, 0
2019, 12, 001, 568, 0, 0
2019, 12, 001, 548, 0, 0
2019, 12, 001, 479, 0, 0
2019, 12, 001, 470, 0, 0
2019, 12, 001, 360, 0, 0
2019, 12, 001, 251, 0, 0
2019, 12, 016, 428, 0, 1
2019, 12, 002, 60, 0, 0
2019, 12, 003, 61, 0, 0
